,Date,Hour,Dew_Point,TD1,TD2,TD3,TD4,TD5
71,2020/1/6,22:20,4,7,1013,"51,9 km/sa, K","10,00",Çok bulutlu (610 m)
72,00:20,00:20,,,,,,
73,2020/1/7,02:20,4,6,1014,"37,0 km/sa, K","6,00",Çok bulutlu (610 m)
74,2020/1/7,04:20,4,6,1014,"42,6 km/sa, K","6,00",Çok bulutlu (610 m)
75,06:20,06:20,,,,,,
76,2020/1/7,08:20,4,6,1015,"44,4 km/sa, K","6,00",Çok bulutlu (610 m)
77,2020/1/7,10:20,4,6,1016,"46,3 km/sa, K","4,00",Çok bulutlu (610 m)
78,12:20,12:20,,,,,,
79,2020/1/7,14:20,4,5,1017,"46,3 km/sa, K","6,00",Çok bulutlu (610 m)
80,2020/1/7,16:20,3,5,1017,"55,6 km/sa, K","6,00",Çok bulutlu (610 m)
81,18:20,18:20,,,,,,
82,2020/1/7,20:20,2,4,1020,"46,3 km/sa, K","6,00",Çok bulutlu (640 m)
83,2020/1/7,22:20,2,5,1021,"42,6 km/sa, K","6,00",Çok bulutlu (762 m)
84,00:20,00:20,,,,,,
85,2020/1/8,02:20,2,5,1022,"33,3 km/sa, K","6,00",Çok bulutlu (762 m)
86,2020/1/8,04:20,2,5,1023,"29,6 km/sa, K","10,00",Çok bulutlu (914 m)
87,06:20,06:20,,,,,,
88,2020/1/8,08:20,3,5,1024,"31,5 km/sa, K","6,00",Çok bulutlu (671 m)
89,2020/1/8,10:20,2,5,1025,"31,5 km/sa, K","8,00",Çok bulutlu (762 m)
90,12:20,12:20,,,,,,
91,2020/1/8,14:20,2,5,1025,"38,9 km/sa, K","10,00",Çok bulutlu (914 m)
92,2020/1/8,16:20,2,5,1026,"27,8 km/sa, K","10,00",Çok bulutlu (914 m)
93,18:20,18:20,,,,,,
94,2020/1/8,20:20,1,4,1028,"25,9 km/sa, K","10,00",Çok bulutlu (762 m)
95,2020/1/8,22:20,1,4,1028,"20,4 km/sa, K","10,00",Çok bulutlu (2.438 m)
96,00:20,00:20,,,,,,
97,2020/1/9,02:20,0,4,1027,"16,7 km/sa, K","10,00",Çok bulutlu (2.438 m)
98,2020/1/9,04:20,1,4,1027,"9,26","10,00",Çok bulutlu (2.438 m)
99,06:20,06:20,,,,,,
100,2020/1/9,08:20,1,5,1027,"25,9 km/sa, K","10,00",Çok bulutlu (2.438 m)
101,2020/1/9,10:20,2,5,1028,"5,56","10,00",Çok bulutlu (762 m)
102,12:20,12:20,,,,,,
103,2020/1/9,14:20,3,6,1026,"16,7 km/sa, K","10,00",Çok bulutlu (762 m)
104,2020/1/9,16:20,1,7,1026,"25,9 km/sa, K","10,00",Parçalı Bulutlu (914 m)
105,18:20,18:20,,,,,,
106,2020/1/9,20:20,1,5,1026,"11,1 km/sa, K","10,00",Az Bulutlu (1.067 m)
107,2020/1/9,22:20,1,3,1026,"11,1 km/sa, K","10,00",Bulut Tavanı ve Görüş Temiz
108,00:20,00:20,,,,,,
109,2020/1/10,02:20,1,3,1026,"13,0 km/sa, K","10,00",Bulut Tavanı ve Görüş Temiz
110,2020/1/10,04:20,0,1,1025,"14,8 km/sa, K","10,00",Bulut Tavanı ve Görüş Temiz
111,06:20,06:20,,,,,,
112,2020/1/10,08:20,0,1,1025,"7,41 km/sa, K","10,00",Bulut Tavanı ve Görüş Temiz
113,2020/1/10,10:20,3,7,1026,"7,41 km/sa, D","10,00",Bulut Tavanı ve Görüş Temiz
114,12:20,12:20,,,,,,
115,2020/1/10,14:20,1,9,1024,"11,1 km/sa","10,00",Bulut Tavanı ve Görüş Temiz
116,2020/1/10,16:20,1,9,1024,"7,41 km/sa","10,00",Bulut Tavanı ve Görüş Temiz
117,18:20,18:20,,,,,,
118,2020/1/10,20:20,1,4,1024,0 km/sa,"10,00",Bulut Tavanı ve Görüş Temiz
119,2020/1/10,22:20,1,3,1025,"3,70 km/sa","10,00",Bulut Tavanı ve Görüş Temiz
120,00:20,00:20,,,,,,
121,2020/1/11,02:20,2,3,1024,"3,70 km/sa, B","10,00",Bulut Tavanı ve Görüş Temiz
122,2020/1/11,04:20,3,7,1024,"13,0 km/sa, GB","10,00",Bulut Tavanı ve Görüş Temiz
123,06:20,06:20,,,,,,
124,2020/1/11,08:20,3,7,1024,"11,1 km/sa, GB","10,00",Bulut Tavanı ve Görüş Temiz
125,2020/1/11,10:20,3,10,1024,"5,56 km/sa, GB","10,00",Bulut Tavanı ve Görüş Temiz
126,12:20,12:20,,,,,,
127,2020/1/11,14:20,3,10,1023,"16,7 km/sa, GB","10,00",Bulut Tavanı ve Görüş Temiz
128,2020/1/11,16:20,1,10,1023,"13,0 km/sa, GB","10,00",Bulut Tavanı ve Görüş Temiz
129,18:20,18:20,,,,,,
130,2020/1/11,20:20,2,7,1023,"3,70 km/sa, D","10,00",Bulut Tavanı ve Görüş Temiz
131,2020/1/11,22:20,3,6,1024,"11,1 km/sa, K","10,00",Bulut Tavanı ve Görüş Temiz
132,00:20,00:20,,,,,,
133,2020/1/12,02:20,5,8,1024,"9,26 km/sa, K","10,00",Bulut Tavanı ve Görüş Temiz
134,2020/1/12,04:20,4,9,1025,"13,0 km/sa, K","10,00",Bulut Tavanı ve Görüş Temiz
135,06:20,06:20,,,,,,
136,2020/1/12,08:20,7,8,1026,"9,26 km/sa, K","4,00",Çok bulutlu (914 m)
137,2020/1/12,10:20,7,9,1027,"11,1","10,00",Çok bulutlu (914 m)
138,12:20,12:20,,,,,,
139,2020/1/12,14:20,6,10,1028,"18,5","10,00",Çok bulutlu (853 m)
140,2020/1/12,16:20,5,10,1028,"20,4","10,00",Çok bulutlu (914 m)
141,18:20,18:20,,,,,,
142,2020/1/12,20:20,4,8,1029,"18,5 km/sa, K","10,00",Çok bulutlu (914 m)
143,2020/1/12,22:20,4,7,1029,"11,1 km/sa, K","10,00",Parçalı Bulutlu (2.438 m)
144,00:20,00:20,,,,,,
145,2020/1/13,02:20,5,7,1029,"13,0","10,00",Çok bulutlu (914 m)
146,2020/1/13,04:20,4,7,1029,"16,7 km/sa, K","10,00",Çok bulutlu (914 m)
147,06:20,06:20,,,,,,
148,2020/1/13,08:20,3,7,1029,"16,7 km/sa, K","10,00",Çok bulutlu (914 m)
149,2020/1/13,10:20,3,7,1029,"18,5 km/sa, K","10,00",Çok bulutlu (914 m)
150,12:20,12:20,,,,,,
151,2020/1/13,14:20,2,9,1027,"11,1","10,00",Çok bulutlu (914 m)
152,2020/1/13,16:20,2,9,1027,"14,8 km/sa, K","10,00",Çok bulutlu (914 m)
153,18:20,18:20,,,,,,
154,2020/1/13,20:20,2,5,1026,"13,0 km/sa, K","10,00",Bulut Tavanı ve Görüş Temiz
155,2020/1/13,22:20,3,6,1026,"9,26","10,00",Bulut Tavanı ve Görüş Temiz
156,2020/1/14,00:20,3,6,1026,"9,26","10,00",Bulut Tavanı ve Görüş Temiz
157,2020/1/14,02:20,1,2,1025,"9,26 km/sa, K","10,00",Bulut Tavanı ve Görüş Temiz
158,2020/1/14,04:20,0,1,1025,"9,26 km/sa, K","10,00",Bulut Tavanı ve Görüş Temiz
159,06:20,06:20,,,,,,
160,2020/1/14,08:20,1,2,1026,"9,26 km/sa, K","10,00",Bulut Tavanı ve Görüş Temiz
161,2020/1/14,10:20,4,5,1027,"5,56 km/sa, KB","10,00",Bulut Tavanı ve Görüş Temiz
162,12:20,12:20,,,,,,
163,2020/1/14,14:20,4,10,1026,"5,56 km/sa, G","10,00",Parçalı Bulutlu (914 m)
164,2020/1/14,16:20,3,9,1026,"7,41 km/sa, GB","10,00",Bulut Tavanı ve Görüş Temiz
165,18:20,18:20,,,,,,
166,2020/1/14,20:20,4,8,1027,"5,56 km/sa, D","10,00",Parçalı Bulutlu (1.067 m)
167,2020/1/14,22:20,4,8,1028,"7,41","10,00",Çok bulutlu (914 m)
168,00:20,00:20,,,,,,
169,2020/1/15,02:20,4,7,1029,"7,41","10,00",Parçalı Bulutlu (914 m)
170,2020/1/15,04:20,4,7,1029,"11,1","10,00",Parçalı Bulutlu (914 m)
171,06:20,06:20,,,,,,
172,2020/1/15,08:20,4,6,1030,"7,41","7,00",Önemli Bulut Yok
173,2020/1/15,10:20,5,9,1030,"11,1","10,00",Bulut Tavanı ve Görüş Temiz
174,12:20,12:20,,,,,,
175,2020/1/15,14:20,4,10,1029,"22,2 km/sa, K","10,00",Çok bulutlu (914 m)
176,2020/1/15,16:20,4,10,1029,"20,4","10,00",Çok bulutlu (853 m)
177,18:20,18:20,,,,,,
178,2020/1/15,20:20,5,8,1030,"11,1","10,00",Bulut Tavanı ve Görüş Temiz
179,2020/1/15,22:20,5,8,1030,"16,7","10,00",Çok bulutlu (914 m)
180,00:20,00:20,,,,,,
181,2020/1/16,02:20,2,9,1029,"20,4","10,00",Çok bulutlu (914 m)
182,2020/1/16,04:20,2,8,1029,"18,5","10,00",Çok bulutlu (914 m)
183,06:20,06:20,,,,,,
184,2020/1/16,08:20,5,9,1028,"14,8","10,00",Çok bulutlu (914 m)
185,2020/1/16,10:20,3,10,1028,"22,2","10,00",Az Bulutlu (1.067 m)
186,12:20,12:20,,,,,,
187,2020/1/16,14:20,4,10,1026,"24,1","10,00",Çok bulutlu (1.006 m)
188,2020/1/16,16:20,4,9,1026,"29,6","10,00",Çok bulutlu (823 m)
189,18:20,18:20,,,,,,
190,2020/1/16,20:20,2,9,1026,"25,9","10,00",Çok bulutlu (1.006 m)
191,2020/1/16,22:20,1,8,1026,"29,6","10,00",Çok bulutlu (914 m)
192,00:20,00:20,,,,,,
193,2020/1/17,02:20,1,7,1026,"20,4","10,00",Çok bulutlu (762 m)
194,2020/1/17,04:20,1,8,1026,"18,5","10,00",Çok bulutlu (914 m)
195,06:20,06:20,,,,,,
196,2020/1/17,08:20,2,7,1026,"16,7","10,00",Çok bulutlu (1.067 m)
197,2020/1/17,10:20,3,8,1026,"18,5 km/sa, K","10,00",Çok bulutlu (853 m)
198,12:20,12:20,,,,,,
199,2020/1/17,14:20,4,9,1025,"31,5 km/sa, K","10,00",Çok bulutlu (762 m)
200,2020/1/17,16:20,6,8,1026,"25,9 km/sa, K","8,00",Çok bulutlu (610 m)
201,18:20,18:20,,,,,,
202,2020/1/17,20:20,4,7,1027,"25,9 km/sa, K","10,00",Çok bulutlu (914 m)
203,2020/1/17,22:20,4,7,1028,"24,1 km/sa, K","10,00",Çok bulutlu (1.006 m)
204,00:20,00:20,,,,,,
205,2020/1/18,02:20,3,7,1027,"24,1 km/sa, K","10,00",Çok bulutlu (914 m)
206,2020/1/18,04:20,3,7,1027,"24,1 km/sa, K","10,00",Çok bulutlu (1.006 m)
207,06:20,06:20,,,,,,
208,2020/1/18,08:20,2,6,1026,"22,2 km/sa, K","10,00",Çok bulutlu (1.219 m)
209,2020/1/18,10:20,2,7,1026,"29,6 km/sa, K","10,00",Az Bulutlu (1.219 m)
210,12:20,12:20,,,,,,
211,2020/1/18,14:20,3,9,1025,"24,1 km/sa, K","10,00",Çok bulutlu (914 m)
212,16:20,16:20,,,,,,
213,18:20,18:20,,,,,,
214,2020/1/18,20:20,0,8,1024,"20,4","10,00",Çok bulutlu (1.067 m)
215,2020/1/18,22:20,1,8,1024,"25,9","10,00",Çok bulutlu (914 m)
216,00:20,00:20,,,,,,
217,2020/1/19,02:20,1,6,1023,"11,1 km/sa, D","10,00",Çok bulutlu (914 m)
218,2020/1/19,04:20,1,6,1022,"11,1 km/sa, K","10,00",Çok bulutlu (914 m)
219,06:20,06:20,,,,,,
220,2020/1/19,08:20,1,6,1023,"18,5","10,00",Çok bulutlu (1.067 m)
221,2020/1/19,10:20,2,6,1023,"7,41 km/sa, D","10,00",Çok bulutlu (914 m)
222,12:20,12:20,,,,,,
223,2020/1/19,14:20,1,7,1023,"18,5","10,00",Çok bulutlu (914 m)
224,2020/1/19,16:20,1,7,1023,"22,2 km/sa, K","10,00",Çok bulutlu (914 m)
225,18:20,18:20,,,,,,
226,2020/1/19,20:20,1,6,1026,"14,8 km/sa, K","10,00",Çok bulutlu (2.438 m)
227,2020/1/19,22:20,2,5,1027,"22,2 km/sa, K","10,00",Çok bulutlu (823 m)
228,00:20,00:20,,,,,,
229,2020/1/20,02:20,3,5,1029,"9,26 km/sa, KB","10,00",Çok bulutlu (914 m)
230,2020/1/20,04:20,3,5,1029,"20,4 km/sa, KB","10,00",Çok bulutlu (762 m)
231,06:20,06:20,,,,,,
232,2020/1/20,08:20,3,5,1032,"25,9 km/sa, K","10,00",Çok bulutlu (914 m)
233,2020/1/20,10:20,2,6,1033,"29,6 km/sa, K","9,00",Çok bulutlu (823 m)
234,12:20,12:20,,,,,,
235,2020/1/20,14:20,3,5,1036,"35,2 km/sa, K","10,00",Çok bulutlu (792 m)
236,2020/1/20,16:20,2,5,1037,"35,2 km/sa, K","10,00",Çok bulutlu (792 m)
237,18:20,18:20,,,,,,
238,2020/1/20,20:20,-1,4,1039,"33,3 km/sa, K","10,00",Az Bulutlu (914 m)
239,2020/1/20,22:20,-1,3,1040,"40,7 km/sa, K","10,00",Çok bulutlu (914 m)
240,00:20,00:20,,,,,,
241,2020/1/21,02:20,-2,4,1040,"22,2 km/sa, K","10,00",Çok bulutlu (914 m)
242,2020/1/21,04:20,-2,4,1040,"22,2 km/sa, K","10,00",Çok bulutlu (914 m)
243,06:20,06:20,,,,,,
244,2020/1/21,08:20,-2,3,1040,"24,1 km/sa, K","10,00",Çok bulutlu (914 m)
245,2020/1/21,10:20,-1,3,1040,"20,4 km/sa, KB","10,00",Çok bulutlu (914 m)
246,12:20,12:20,,,,,,
247,2020/1/21,14:20,-1,4,1039,"20,4 km/sa, KB","10,00",Çok bulutlu (762 m)
248,2020/1/21,16:20,-2,5,1038,"24,1 km/sa, K","10,00",Çok bulutlu (914 m)
249,18:20,18:20,,,,,,
250,2020/1/21,20:20,-2,4,1038,"11,1 km/sa, K","10,00",Çok bulutlu (914 m)
251,2020/1/21,22:20,-1,4,1037,"7,41 km/sa, KB","10,00",Çok bulutlu (914 m)
252,00:20,00:20,,,,,,
253,2020/1/22,02:20,-2,1,1035,"11,1 km/sa, KB","10,00",Bulut Tavanı ve Görüş Temiz
254,2020/1/22,04:20,-2,-1,1034,"9,26 km/sa, K","10,00",Bulut Tavanı ve Görüş Temiz
255,06:20,06:20,,,,,,
256,2020/1/22,08:20,-3,-1,1033,"11,1 km/sa, KB","10,00",Bulut Tavanı ve Görüş Temiz
257,2020/1/22,10:20,-2,4,1033,"5,56 km/sa, K","10,00",Bulut Tavanı ve Görüş Temiz
258,12:20,12:20,,,,,,
259,2020/1/22,14:20,1,6,1029,"14,8 km/sa, GB","10,00",Bulut Tavanı ve Görüş Temiz
260,2020/1/22,16:20,1,6,1027,"18,5 km/sa, GB","10,00",Bulut Tavanı ve Görüş Temiz
261,18:20,18:20,,,,,,
262,2020/1/22,20:20,3,6,1025,"18,5 km/sa, GB","10,00",Bulut Tavanı ve Görüş Temiz
263,2020/1/22,22:20,3,7,1023,"20,4 km/sa, GB","10,00",Bulut Tavanı ve Görüş Temiz
264,00:20,00:20,,,,,,
265,2020/1/23,02:20,3,7,1021,"29,6 km/sa, GB","10,00",Bulut Tavanı ve Görüş Temiz
266,2020/1/23,04:20,3,7,1020,"22,2 km/sa, GB","10,00",Bulut Tavanı ve Görüş Temiz
267,06:20,06:20,,,,,,
268,2020/1/23,08:20,1,6,1023,"29,6 km/sa, K","10,00",Parçalı Bulutlu (5.486 m)
269,2020/1/23,10:20,1,7,1026,"29,6 km/sa, K","10,00",Çok bulutlu (3.048 m)
270,12:20,12:20,,,,,,
271,2020/1/23,14:20,-3,7,1028,"44,4 km/sa, K","10,00",Çok bulutlu (914 m)
272,2020/1/23,16:20,-3,7,1029,"33,3 km/sa, K","10,00",Çok bulutlu (914 m)
273,18:20,18:20,,,,,,
274,2020/1/23,20:20,-5,6,1031,"18,5 km/sa, K","10,00",Çok bulutlu (1.219 m)
275,2020/1/23,22:20,-2,6,1032,"9,26","10,00",Parçalı Bulutlu (1.067 m)
276,00:20,00:20,,,,,,
277,2020/1/24,02:20,-2,3,1033,"13,0 km/sa, KB","10,00",Az Bulutlu (1.219 m)
278,2020/1/24,04:20,-3,2,1032,"14,8 km/sa, K","10,00",Parçalı Bulutlu (1.219 m)
279,06:20,06:20,,,,,,
280,2020/1/24,08:20,-3,1,1033,"16,7 km/sa, K","10,00",Bulut Tavanı ve Görüş Temiz
281,2020/1/24,10:20,0,6,1034,"14,8 km/sa, K","10,00",Bulut Tavanı ve Görüş Temiz
282,12:20,12:20,,,,,,
283,2020/1/24,14:20,-2,9,1033,"14,8 km/sa, G","10,00",Parçalı Bulutlu (1.219 m)
284,2020/1/24,16:20,-3,9,1032,"11,1 km/sa, G","10,00",Bulut Tavanı ve Görüş Temiz
285,18:20,18:20,,,,,,
286,2020/1/24,20:20,-2,6,1031,"7,41 km/sa, B","10,00",Bulut Tavanı ve Görüş Temiz
287,2020/1/24,22:20,-2,3,1031,"1,85 km/sa","10,00",Bulut Tavanı ve Görüş Temiz
288,00:20,00:20,,,,,,
289,2020/1/25,02:20,2,6,1029,"20,4 km/sa, G","10,00",Bulut Tavanı ve Görüş Temiz
290,2020/1/25,04:20,-1,6,1028,"27,8 km/sa, G","10,00",Bulut Tavanı ve Görüş Temiz
291,06:20,06:20,,,,,,
292,2020/1/25,08:20,0,6,1027,"24,1 km/sa, G","10,00",Bulut Tavanı ve Görüş Temiz
293,2020/1/25,10:20,1,8,1028,"29,6 km/sa, G","10,00",Bulut Tavanı ve Görüş Temiz
294,12:20,12:20,,,,,,
295,2020/1/25,14:20,1,10,1026,"24,1 km/sa, GB","10,00",Bulut Tavanı ve Görüş Temiz
296,2020/1/25,16:20,2,10,1026,"18,5 km/sa, GB","10,00",Bulut Tavanı ve Görüş Temiz
297,18:20,18:20,,,,,,
298,2020/1/25,20:20,5,9,1026,"14,8 km/sa, GB","10,00",Bulut Tavanı ve Görüş Temiz
299,2020/1/25,22:20,6,9,1026,"16,7 km/sa, GB","10,00",Bulut Tavanı ve Görüş Temiz
300,00:20,00:20,,,,,,
301,2020/1/26,02:20,4,9,1026,"22,2 km/sa, G","10,00",Bulut Tavanı ve Görüş Temiz
302,2020/1/26,04:20,5,10,1025,"22,2 km/sa, G","10,00",Çok bulutlu (1.067 m)
303,06:20,06:20,,,,,,
304,2020/1/26,08:20,5,10,1026,"14,8 km/sa, GB","10,00",Çok bulutlu (2.134 m)
305,2020/1/26,10:20,7,11,1026,"18,5 km/sa, GB","10,00",Çok bulutlu (1.829 m)
306,12:20,12:20,,,,,,
307,2020/1/26,14:20,7,11,1026,"14,8 km/sa, GB","10,00",Çok bulutlu (762 m)
308,2020/1/26,16:20,7,12,1025,"11,1 km/sa, GB","10,00",Az Bulutlu (762 m)
309,18:20,18:20,,,,,,
310,2020/1/26,20:20,5,9,1025,0 km/sa,"10,00",Parçalı Bulutlu (5.486 m)
311,2020/1/26,22:20,6,10,1025,"5,56 km/sa, G","10,00",Çok bulutlu (1.219 m)
312,00:20,00:20,,,,,,
313,2020/1/27,02:20,6,10,1023,"7,41 km/sa, GD","10,00",Bulut Tavanı ve Görüş Temiz
314,2020/1/27,04:20,6,9,1023,"3,70 km/sa","10,00",Çok bulutlu (3.658 m)
315,06:20,06:20,,,,,,
316,2020/1/27,08:20,5,10,1021,"11,1 km/sa, D","10,00",Çok bulutlu (3.048 m)
317,2020/1/27,10:20,6,11,1021,"5,56 km/sa, D","10,00",Çok bulutlu (2.438 m)
318,12:20,12:20,,,,,,
319,2020/1/27,14:20,6,12,1018,"7,41 km/sa, D","10,00",Çok bulutlu (1.006 m)
320,2020/1/27,16:20,6,13,1017,"9,26 km/sa, D","10,00",Çok bulutlu (2.743 m)
321,18:20,18:20,,,,,,
322,2020/1/27,20:20,7,12,1016,"9,26 km/sa, D","10,00",Çok bulutlu (2.743 m)
323,2020/1/27,22:20,7,11,1015,"3,70 km/sa","10,00",Çok bulutlu (2.743 m)
324,00:20,00:20,,,,,,
325,2020/1/28,02:20,9,10,1014,"5,56 km/sa, G","7,00",Çok bulutlu (1.067 m)
326,2020/1/28,04:20,9,10,1013,"22,2 km/sa, G","7,00",Çok bulutlu (914 m)
327,06:20,06:20,,,,,,
328,2020/1/28,08:20,9,9,1013,"22,2 km/sa, G","4,00",Çok bulutlu (671 m)
329,2020/1/28,10:20,7,9,1015,"13,0 km/sa, K","7,00",Kapalı (975 m)
330,12:20,12:20,,,,,,
331,2020/1/28,14:20,7,11,1014,"9,26 km/sa, G","10,00",Çok bulutlu (914 m)
332,2020/1/28,16:20,7,10,1014,"11,1 km/sa, G","10,00",Çok bulutlu (1.067 m)
333,18:20,18:20,,,,,,
334,2020/1/28,20:20,7,8,1015,"5,56 km/sa, G","8,00",Çok bulutlu (152 m)
335,22:20,22:20,,,,,,
336,00:20,00:20,,,,,,
337,2020/1/29,02:20,8,9,1013,"18,5 km/sa, G","10,00",Bulut Tavanı ve Görüş Temiz
338,2020/1/29,04:20,8,9,1013,"18,5 km/sa, GB","10,00",Bulut Tavanı ve Görüş Temiz
339,06:20,06:20,,,,,,
340,2020/1/29,08:20,6,10,1011,"27,8 km/sa, G","10,00",Bulut Tavanı ve Görüş Temiz
341,2020/1/29,10:20,6,11,1011,"33,3 km/sa, G","10,00",Bulut Tavanı ve Görüş Temiz
342,12:20,12:20,,,,,,
343,2020/1/29,14:20,8,13,1010,"20,4 km/sa, G","10,00",Çok bulutlu (3.048 m)
344,2020/1/29,16:20,8,13,1010,"22,2 km/sa, GB","10,00",Çok bulutlu (2.438 m)
345,18:20,18:20,,,,,,
346,2020/1/29,20:20,8,9,1012,"9,26 km/sa, D","10,00",Çok bulutlu (1.067 m)
347,2020/1/29,22:20,8,10,1013,"7,41 km/sa","10,00",Çok bulutlu (1.097 m)
348,00:20,00:20,,,,,,
349,2020/1/30,02:20,7,9,1013,"13,0 km/sa, D","10,00",Çok bulutlu (975 m)
350,2020/1/30,04:20,5,8,1012,"11,1","8,00",Çok bulutlu (975 m)
351,06:20,06:20,,,,,,
